book,k,sr,dd,h1,h2,worst
US100+US500+US30+GER30+BTCUSD,5,0.3412488232409576,-14.357058799106603,0.627372896879581,0.08204766030858296,0.08204766030858296
XAGUSD+US500+US30+GER30+BTCUSD,5,0.33720302068013164,-13.315160568341911,0.502238522922645,0.19201198627432203,0.19201198627432203
XAGUSD+GER30+BRENT,3,0.332631235169614,-10.561718148820454,-0.2043165297072959,0.767862172399766,-0.2043165297072959
XAGUSD+US100+US500,3,0.29762499733312126,-12.829263763771337,0.4683077194644607,0.15255880776777636,0.15255880776777636
XAGUSD+US100+US500+US30,4,0.287489503265465,-11.568533352140554,0.4622355003708737,0.13191430992775452,0.13191430992775452
US100+US500+US30,3,0.28446881195213825,-18.320966460172894,0.6051847972703891,-0.016091756599161604,-0.016091756599161604
XAGUSD+US100+US30,3,0.27720074446476584,-12.655840490378933,0.3360221812293955,0.22667087311461356,0.22667087311461356
XAGUSD+US500+US30,3,0.24887394531092946,-15.069671194693136,0.32928868548895474,0.17736340368367914,0.17736340368367914
XAGUSD+US100+US500+US30+GER30,5,0.24769302691981385,-11.679210669605522,0.24130982822686112,0.25312944324357767,0.24130982822686112
XAGUSD+US100+US500+GER30,4,0.24729477361077745,-11.84079030793156,0.18875398001549465,0.2959511385812647,0.18875398001549465
US100+US500+GER30,3,0.24150489573761186,-16.51760326432542,0.3267186315666096,0.16711985556051234,0.16711985556051234
US100+US500+US30+GER30,4,0.24025748644529124,-14.433286319231298,0.34710930865751444,0.1429400154865864,0.1429400154865864
XAGUSD+US100+US30+GER30,4,0.22319219966790896,-13.651649346678962,0.04426027370263396,0.37189841807503204,0.04426027370263396
US100+US30+GER30,3,0.21683699296560732,-13.630375202784661,0.18742370023922217,0.24302166901483238,0.18742370023922217
XAGUSD+US500+US30+GER30,4,0.2052666573430125,-13.758161481186049,0.07033281530536112,0.32123437658802306,0.07033281530536112
XAGUSD+US100+GER30,3,0.20271639819281878,-14.430659326999717,-0.11886218369090683,0.4536712962206849,-0.11886218369090683
US500+US30+GER30,3,0.19458314837831725,-14.107486850669837,0.1971604490969904,0.19216621429091701,0.19216621429091701
XAGUSD+US500+GER30,3,0.19040714977628725,-14.144015419693845,-0.0649765279916662,0.3972283262630117,-0.0649765279916662
XAGUSD+US30+GER30,3,0.13681754724165132,-16.97420351564235,-0.2992901223995427,0.48272324322445176,-0.2992901223995427
